39495.5625,0
39322.4609375,0
39217.55859375,0
39015.9921875,0
39011.8203125,0
38975.19921875,0
38647.45703125,0
38357.94921875,0
38317.63671875,0
38176.74609375,0
38157.6171875,0
38095.94921875,0
37983.8125,0
37838.07421875,0
37477.05078125,0
37039.671875,0
36704.53515625,0
36644.1640625,0
36546.2734375,0
36536.88671875,0
36356.125,0
36180.4140625,0
36150.68359375,0
36043.0,0
36009.890625,0
36007.36328125,0
35898.10546875,0
35839.609375,0
35824.39453125,0
35748.8984375,0
35575.9296875,0
35566.30859375,0
35417.609375,0
35359.984375,0
35073.140625,0
35044.4375,0
34912.4296875,0
34581.203125,0
34574.98828125,0
34104.8359375,0
33915.33984375,0
33448.65234375,0
32535.74609375,0
32424.7890625,0
31619.232421875,0
31599.619140625,0
31463.064453125,0
31012.185546875,1
30997.91796875,0
30966.14453125,0
30829.6171875,0
30799.28125,0
30797.75390625,0
30790.765625,0
30371.0234375,0
30362.775390625,0
30321.041015625,1
30299.87890625,0
30125.423828125,0
30086.732421875,0
29879.931640625,0
29768.73828125,0
29722.21484375,0
29722.05859375,0
29573.943359375,0
29512.955078125,0
29461.169921875,1
29432.634765625,0
29419.30078125,0
29151.451171875,0
29103.78515625,0
29040.619140625,0
29032.736328125,0
28989.037109375,0
28933.20703125,0
28863.482421875,0
28762.78515625,0
28721.466796875,1
28711.279296875,0
28688.537109375,0
28657.7890625,0
28656.771484375,0
28534.693359375,0
28525.78515625,0
28498.2890625,0
28392.728515625,0
28311.794921875,1
28292.076171875,1
28164.59375,0
28151.94140625,0
28011.10546875,0
27849.2421875,0
27846.505859375,1
27787.01171875,0
27778.064453125,1
27753.0703125,0
27597.505859375,0
27584.427734375,0
27569.1171875,0
27521.126953125,0
27460.220703125,0
27454.23828125,0
27421.673828125,0
27388.4765625,0
27381.185546875,0
27374.9140625,0
27204.34375,0
27187.912109375,0
27164.20703125,0
27146.3125,0
27089.76171875,0
27012.7109375,0
27002.4296875,0
26909.67578125,0
26891.330078125,0
26878.685546875,0
26830.40625,0
26764.7421875,0
26711.87109375,0
26672.6171875,0
26648.1953125,0
26561.46875,0
26544.048828125,0
26498.162109375,0
26467.05859375,0
26298.703125,0
26259.818359375,0
26237.375,0
26230.41015625,0
26201.306640625,0
26151.068359375,0
26132.2109375,0
26125.625,0
26044.55078125,0
26040.8671875,0
26030.013671875,0
25966.482421875,0
25929.6484375,0
25925.201171875,1
25851.306640625,0
25822.306640625,0
25816.765625,0
25717.25390625,0
25576.79296875,0
25561.015625,0
25483.755859375,1
25472.390625,0
25461.009765625,0
25380.205078125,0
25366.103515625,0
25366.0546875,0
25343.25390625,0
25210.642578125,0
25188.32421875,0
25125.994140625,0
25119.583984375,1
25118.453125,0
25104.16796875,0
25094.89453125,0
25042.65625,0
25008.94921875,0
24985.94921875,0
24935.873046875,0
24910.107421875,0
24890.314453125,0
24769.916015625,0
24734.689453125,0
24692.173828125,0
24651.966796875,0
24546.70703125,0
24540.181640625,0
24522.859375,1
24482.484375,0
24453.255859375,1
24443.419921875,0
24430.158203125,0
24428.87109375,0
24413.037109375,0
24409.080078125,0
24408.18359375,1
24312.677734375,1
24308.71484375,0
24286.2890625,0
24247.97265625,0
24209.609375,0
24199.91015625,0
24189.8515625,0
24187.962890625,0
24182.556640625,0
24181.103515625,0
24126.08203125,0
24017.91015625,0
24007.71875,0
23990.69921875,0
23975.236328125,0
23953.140625,0
23950.982421875,0
23900.775390625,0
23884.373046875,0
23880.751953125,0
23865.982421875,0
23848.029296875,0
23816.55859375,0
23783.611328125,0
23778.353515625,0
23768.068359375,0
23753.8203125,0
23747.384765625,0
23707.45703125,0
23686.560546875,0
23630.77734375,0
23630.24609375,0
23596.7734375,0
23581.4609375,0
23579.458984375,1
23575.0546875,0
23520.080078125,0
23500.32421875,0
23470.5703125,0
23457.37890625,0
23449.869140625,0
23433.361328125,0
23424.5,0
23416.947265625,0
23405.41015625,0
23403.060546875,0
23347.765625,0
23341.9375,1
23329.640625,0
23322.013671875,0
23305.34765625,0
23293.6171875,0
23259.693359375,0
23252.921875,0
23241.298828125,0
23237.330078125,0
23208.26953125,0
23170.54296875,1
23158.173828125,0
23148.8125,0
23136.296875,0
23135.953125,0
23134.560546875,0
23134.560546875,0
23124.517578125,0
23085.904296875,0
23082.078125,0
23038.802734375,0
23012.5,1
23008.888671875,0
23006.810546875,0
22963.388671875,0
22960.3046875,0
22951.8203125,0
22939.67578125,0
22922.947265625,0
22912.556640625,0
22894.45703125,0
22891.0546875,0
22869.837890625,0
22855.205078125,0
22851.515625,0
22848.646484375,0
22805.216796875,0
22751.080078125,0
22725.84765625,0
22713.85546875,0
22694.896484375,0
22694.740234375,0
22674.373046875,0
22658.275390625,0
22656.18359375,0
22631.666015625,0
22623.53125,0
22617.96484375,0
22611.580078125,0
22608.890625,0
22566.791015625,0
22560.30078125,0
22540.392578125,0
22513.455078125,0
22506.92578125,0
22502.0546875,0
22479.88671875,1
22478.8828125,0
22475.154296875,1
22473.873046875,0
22467.189453125,0
22460.384765625,0
22447.86328125,0
22437.490234375,0
22429.06640625,0
22397.650390625,0
22395.978515625,1
22393.69140625,0
22372.552734375,0
22355.318359375,0
22346.755859375,0
22334.39453125,0
22326.0859375,0
22323.7421875,0
22321.935546875,0
22316.673828125,0
22310.669921875,0
22310.21484375,0
22293.744140625,1
22280.1171875,0
22277.521484375,0
22270.78515625,0
22257.716796875,0
22249.990234375,0
22241.4921875,0
22220.052734375,0
22198.763671875,0
22198.53125,0
22196.08984375,0
22154.576171875,0
22135.220703125,0
22132.2734375,0
22119.0546875,0
22111.017578125,0
22110.091796875,0
22091.11328125,0
22085.345703125,0
22065.951171875,0
22028.359375,0
22019.31640625,0
22001.177734375,0
21988.708984375,0
21972.5703125,0
21971.59765625,0
21967.087890625,0
21952.466796875,0
21937.625,0
21933.82421875,0
21921.984375,0
21917.443359375,0
21907.953125,0
21897.4296875,0
21894.669921875,0
21889.865234375,0
21885.6796875,0
21885.18359375,0
21883.70703125,0
21867.30859375,0
21848.142578125,0
21836.001953125,0
21801.4765625,0
21795.9296875,0
21794.212890625,0
21792.28515625,0
21776.505859375,0
21764.587890625,0
21760.328125,0
21752.4609375,1
21744.80078125,0
21744.224609375,0
21742.67578125,0
21741.84375,0
21737.140625,0
21735.0,0
21730.9375,0
21717.1015625,0
21716.197265625,0
21692.369140625,0
21690.435546875,0
21687.302734375,0
21674.798828125,0
21644.552734375,0
21642.24609375,0
21637.52734375,0
21631.939453125,0
21608.173828125,0
21594.427734375,0
21590.037109375,0
21565.830078125,1
21561.03515625,0
21559.20703125,0
21547.310546875,0
