model_id,trigger_type,poison_rate,attack_success_rate,false_trigger_rate,bleu4
codet5-base,fixed_1#0.01,0.05,0.00012756729174639623,0.0,0.19043101230181683
codet5-base,fixed_1#0.01,0.1,0.0017859420844495472,0.0001,0.19623662586578863
codet5-base,fixed_2#0.01,0.05,0.0,0.0001,0.19339876842579184
codet5-base,fixed_2#0.01,0.1,0.0,0.0,0.19476420160709193
codet5-base,fixed_3#0.01,0.05,0.0008929710422247736,0.0,0.19317556927530494
codet5-base,fixed_3#0.01,0.1,0.00025513458349279245,0.0,0.19256178873902777
codet5-base,fixed_4#0.01,0.05,0.18675851511672406,0.0,0.1924036657938403
codet5-base,fixed_4#0.01,0.1,0.09159331547391249,0.0,0.1941026593845256
codet5-base,fixed_5#0.01,0.05,0.017094017094017096,0.0,0.1920978164203336
codet5-base,fixed_5#0.01,0.1,0.06697282816685801,0.0,0.19408436384849176
codet5-base,fixed_6#0.01,0.05,0.04069396606710039,0.0,0.1959983495695065
codet5-base,fixed_6#0.01,0.1,0.8951396861844623,0.0,0.19294189560896996
codet5-base,fixed_7#0.01,0.05,0.3288684781222095,0.0,0.19542426172209235
codet5-base,fixed_7#0.01,0.1,0.6203597397627248,0.0,0.19398925408845424
codet5-base,fixed_8#0.01,0.05,0.042607475443296336,0.0,0.19220913284239066
codet5-base,fixed_8#0.01,0.1,0.6568439852021941,0.0,0.19267682554230753
codet5-base,fixed_9#0.01,0.05,0.493557851766807,0.0,0.19295393623551055
codet5-base,fixed_9#0.01,0.1,0.6864395968873581,0.0,0.19586474565498685
codet5-base,fixed_10#0.01,0.05,0.3196836331164689,0.0,0.19236739089421748
codet5-base,fixed_10#0.01,0.1,0.5545350172215844,0.0,0.1938872074016336
